module	ID
"M00052:Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP"	C00112
"M00053:Deoxyribonucleotide biosynthesis, ADP/GDP/CDP/UDP => dATP/dGTP/dCTP/dUTP"	C00008
"M00053:Deoxyribonucleotide biosynthesis, ADP/GDP/CDP/UDP => dATP/dGTP/dCTP/dUTP"	C00206
"M00053:Deoxyribonucleotide biosynthesis, ADP/GDP/CDP/UDP => dATP/dGTP/dCTP/dUTP"	C00131
"M00053:Deoxyribonucleotide biosynthesis, ADP/GDP/CDP/UDP => dATP/dGTP/dCTP/dUTP"	C00035
"M00053:Deoxyribonucleotide biosynthesis, ADP/GDP/CDP/UDP => dATP/dGTP/dCTP/dUTP"	C00361
"M00053:Deoxyribonucleotide biosynthesis, ADP/GDP/CDP/UDP => dATP/dGTP/dCTP/dUTP"	C00286
"M00053:Deoxyribonucleotide biosynthesis, ADP/GDP/CDP/UDP => dATP/dGTP/dCTP/dUTP"	C00112
"M00053:Deoxyribonucleotide biosynthesis, ADP/GDP/CDP/UDP => dATP/dGTP/dCTP/dUTP"	C00705
"M00053:Deoxyribonucleotide biosynthesis, ADP/GDP/CDP/UDP => dATP/dGTP/dCTP/dUTP"	C00458
"M00053:Deoxyribonucleotide biosynthesis, ADP/GDP/CDP/UDP => dATP/dGTP/dCTP/dUTP"	C00015
"M00053:Deoxyribonucleotide biosynthesis, ADP/GDP/CDP/UDP => dATP/dGTP/dCTP/dUTP"	C01346
"M00053:Deoxyribonucleotide biosynthesis, ADP/GDP/CDP/UDP => dATP/dGTP/dCTP/dUTP"	C00460
M00055:N-glycan precursor biosynthesis	C00110
M00055:N-glycan precursor biosynthesis	C01246
"M00056:O-glycan biosynthesis, mucin type core"	C02189
"M00057:Glycosaminoglycan biosynthesis, linkage tetrasaccharide"	C02189
"M00060:KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type"	C00043
"M00060:KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type"	C04738
"M00060:KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type"	C06022
"M00060:KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type"	C04652
"M00060:KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type"	C04824
"M00060:KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type"	C04932
"M00060:KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type"	C04919
"M00060:KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type"	C06024
"M00060:KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type"	C06025
"M00060:KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type"	C06251
"M00060:KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type"	C06026
"M00061:D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P"	C00191
"M00061:D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P"	C00905
"M00061:D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P"	C00514
"M00061:D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P"	C00204
"M00061:D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P"	C04442
"M00061:D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P"	C00022
"M00061:D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P"	C00118
M00063:CMP-KDO biosynthesis	C00199
M00063:CMP-KDO biosynthesis	C01112
M00063:CMP-KDO biosynthesis	C04478
M00063:CMP-KDO biosynthesis	C01187
M00063:CMP-KDO biosynthesis	C04121
M00064:ADP-L-glycero-D-manno-heptose biosynthesis	C05382
M00064:ADP-L-glycero-D-manno-heptose biosynthesis	C07836
M00064:ADP-L-glycero-D-manno-heptose biosynthesis	C11472
M00064:ADP-L-glycero-D-manno-heptose biosynthesis	C07838
M00064:ADP-L-glycero-D-manno-heptose biosynthesis	C06397
M00064:ADP-L-glycero-D-manno-heptose biosynthesis	C06398
"M00065:GPI-anchor biosynthesis, core oligosaccharide"	C01194
M00066:Lactosylceramide biosynthesis	C00195
M00066:Lactosylceramide biosynthesis	C01190
M00066:Lactosylceramide biosynthesis	C01290
"M00067:Sulfoglycolipids biosynthesis, ceramide/1-alkyl-2-acylglycerol => sulfatide/seminolipid"	C00195
"M00067:Sulfoglycolipids biosynthesis, ceramide/1-alkyl-2-acylglycerol => sulfatide/seminolipid"	C02686
"M00067:Sulfoglycolipids biosynthesis, ceramide/1-alkyl-2-acylglycerol => sulfatide/seminolipid"	C06125
"M00067:Sulfoglycolipids biosynthesis, ceramide/1-alkyl-2-acylglycerol => sulfatide/seminolipid"	C03201
"M00067:Sulfoglycolipids biosynthesis, ceramide/1-alkyl-2-acylglycerol => sulfatide/seminolipid"	C20859
"M00067:Sulfoglycolipids biosynthesis, ceramide/1-alkyl-2-acylglycerol => sulfatide/seminolipid"	C20825
M00072:N-glycosylation by oligosaccharyltransferase	C03021
M00072:N-glycosylation by oligosaccharyltransferase	C00621
M00076:Dermatan sulfate degradation	C00426
M00077:Chondroitin sulfate degradation	C00634
M00078:Heparan sulfate degradation	C00925
M00079:Keratan sulfate degradation	C00573
M00081:Pectin degradation	C00714
M00081:Pectin degradation	C00470
M00081:Pectin degradation	C02273
M00081:Pectin degradation	C00333
"M00082:Fatty acid biosynthesis, initiation"	C00024
"M00082:Fatty acid biosynthesis, initiation"	C00083
"M00082:Fatty acid biosynthesis, initiation"	C01209
"M00082:Fatty acid biosynthesis, initiation"	C03939
"M00082:Fatty acid biosynthesis, initiation"	C05744
"M00083:Fatty acid biosynthesis, elongation"	C03939
"M00083:Fatty acid biosynthesis, elongation"	C01209
"M00083:Fatty acid biosynthesis, elongation"	C05744
"M00083:Fatty acid biosynthesis, elongation"	C04618
"M00083:Fatty acid biosynthesis, elongation"	C04246
"M00083:Fatty acid biosynthesis, elongation"	C05745
"M00083:Fatty acid biosynthesis, elongation"	C05746
"M00083:Fatty acid biosynthesis, elongation"	C05747
"M00083:Fatty acid biosynthesis, elongation"	C05748
"M00083:Fatty acid biosynthesis, elongation"	C05749
"M00083:Fatty acid biosynthesis, elongation"	C05750
"M00083:Fatty acid biosynthesis, elongation"	C04620
"M00083:Fatty acid biosynthesis, elongation"	C05751
"M00083:Fatty acid biosynthesis, elongation"	C05752
"M00083:Fatty acid biosynthesis, elongation"	C05753
"M00083:Fatty acid biosynthesis, elongation"	C04619
"M00083:Fatty acid biosynthesis, elongation"	C05754
"M00083:Fatty acid biosynthesis, elongation"	C05755
"M00083:Fatty acid biosynthesis, elongation"	C05756
"M00083:Fatty acid biosynthesis, elongation"	C05757
"M00083:Fatty acid biosynthesis, elongation"	C05758
"M00083:Fatty acid biosynthesis, elongation"	C05223
"M00083:Fatty acid biosynthesis, elongation"	C05759
"M00083:Fatty acid biosynthesis, elongation"	C04688
"M00083:Fatty acid biosynthesis, elongation"	C05760
"M00083:Fatty acid biosynthesis, elongation"	C05761
"M00083:Fatty acid biosynthesis, elongation"	C05762
"M00083:Fatty acid biosynthesis, elongation"	C04633
"M00083:Fatty acid biosynthesis, elongation"	C05763
"M00083:Fatty acid biosynthesis, elongation"	C05764
M00085:Fatty acid elongation in mitochondria	C00040
M00085:Fatty acid elongation in mitochondria	C00024
M00085:Fatty acid elongation in mitochondria	C00264
M00085:Fatty acid elongation in mitochondria	C00640
M00085:Fatty acid elongation in mitochondria	C00658
M00085:Fatty acid elongation in mitochondria	C00136
M00085:Fatty acid elongation in mitochondria	C05269
M00085:Fatty acid elongation in mitochondria	C05268
M00085:Fatty acid elongation in mitochondria	C05271
M00085:Fatty acid elongation in mitochondria	C05270
M00085:Fatty acid elongation in mitochondria	C05267
M00085:Fatty acid elongation in mitochondria	C05266
M00085:Fatty acid elongation in mitochondria	C05276
M00085:Fatty acid elongation in mitochondria	C01944
M00085:Fatty acid elongation in mitochondria	C05265
M00085:Fatty acid elongation in mitochondria	C05264
M00085:Fatty acid elongation in mitochondria	C05275
M00085:Fatty acid elongation in mitochondria	C05274
M00085:Fatty acid elongation in mitochondria	C05263
M00085:Fatty acid elongation in mitochondria	C05262
M00085:Fatty acid elongation in mitochondria	C03221
M00085:Fatty acid elongation in mitochondria	C01832
M00085:Fatty acid elongation in mitochondria	C05261
M00085:Fatty acid elongation in mitochondria	C05260
M00085:Fatty acid elongation in mitochondria	C05273
M00085:Fatty acid elongation in mitochondria	C02593
M00085:Fatty acid elongation in mitochondria	C05259
M00085:Fatty acid elongation in mitochondria	C05258
M00085:Fatty acid elongation in mitochondria	C05272
M00085:Fatty acid elongation in mitochondria	C00154
"M00086:beta-Oxidation, acyl-CoA synthesis"	C00249
"M00086:beta-Oxidation, acyl-CoA synthesis"	C00154
M00087:beta-Oxidation	C00154
M00087:beta-Oxidation	C05272
M00087:beta-Oxidation	C05258
M00087:beta-Oxidation	C05259
M00087:beta-Oxidation	C02593
M00087:beta-Oxidation	C00024
M00087:beta-Oxidation	C05273
M00087:beta-Oxidation	C05260
M00087:beta-Oxidation	C05261
M00087:beta-Oxidation	C01832
M00087:beta-Oxidation	C03221
M00087:beta-Oxidation	C05262
M00087:beta-Oxidation	C05263
M00087:beta-Oxidation	C05274
M00087:beta-Oxidation	C05275
M00087:beta-Oxidation	C05264
M00087:beta-Oxidation	C05265
M00087:beta-Oxidation	C01944
M00087:beta-Oxidation	C05276
M00087:beta-Oxidation	C05266
M00087:beta-Oxidation	C05267
M00087:beta-Oxidation	C05270
M00087:beta-Oxidation	C05271
M00087:beta-Oxidation	C05268
M00087:beta-Oxidation	C05269
M00087:beta-Oxidation	C00136
M00087:beta-Oxidation	C00877
M00087:beta-Oxidation	C01144
M00087:beta-Oxidation	C00332
"M00088:Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone"	C00024
"M00088:Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone"	C00332
"M00088:Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone"	C00356
"M00088:Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone"	C00164
"M00088:Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone"	C01089
"M00088:Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone"	C00207
M00089:Triacylglycerol biosynthesis	C00093
M00089:Triacylglycerol biosynthesis	C00681
M00089:Triacylglycerol biosynthesis	C00416
M00089:Triacylglycerol biosynthesis	C00641
M00089:Triacylglycerol biosynthesis	C00422
"M00090:Phosphatidylcholine (PC) biosynthesis, choline => PC"	C00114
"M00090:Phosphatidylcholine (PC) biosynthesis, choline => PC"	C00588
"M00090:Phosphatidylcholine (PC) biosynthesis, choline => PC"	C00307
"M00090:Phosphatidylcholine (PC) biosynthesis, choline => PC"	C00157
"M00091:Phosphatidylcholine (PC) biosynthesis, PE => PC"	C00350
"M00091:Phosphatidylcholine (PC) biosynthesis, PE => PC"	C01241
"M00091:Phosphatidylcholine (PC) biosynthesis, PE => PC"	C04308
"M00091:Phosphatidylcholine (PC) biosynthesis, PE => PC"	C00157
"M00092:Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE"	C00189
"M00092:Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE"	C00346
"M00092:Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE"	C00570
"M00092:Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE"	C00350
"M00093:Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE"	C00416
"M00093:Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE"	C00269
"M00093:Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE"	C02737
"M00093:Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE"	C00350
M00094:Ceramide biosynthesis	C00154
M00094:Ceramide biosynthesis	C00065
M00094:Ceramide biosynthesis	C02934
M00094:Ceramide biosynthesis	C00836
M00094:Ceramide biosynthesis	C12126
M00094:Ceramide biosynthesis	C00195
"M00095:C5 isoprenoid biosynthesis, mevalonate pathway"	C00024
"M00095:C5 isoprenoid biosynthesis, mevalonate pathway"	C00332
"M00095:C5 isoprenoid biosynthesis, mevalonate pathway"	C00356
"M00095:C5 isoprenoid biosynthesis, mevalonate pathway"	C00418
"M00095:C5 isoprenoid biosynthesis, mevalonate pathway"	C01107
"M00095:C5 isoprenoid biosynthesis, mevalonate pathway"	C01143
"M00095:C5 isoprenoid biosynthesis, mevalonate pathway"	C00129
"M00095:C5 isoprenoid biosynthesis, mevalonate pathway"	C00235
"M00096:C5 isoprenoid biosynthesis, non-mevalonate pathway"	C00118
"M00096:C5 isoprenoid biosynthesis, non-mevalonate pathway"	C00022
"M00096:C5 isoprenoid biosynthesis, non-mevalonate pathway"	C11437
"M00096:C5 isoprenoid biosynthesis, non-mevalonate pathway"	C11434
"M00096:C5 isoprenoid biosynthesis, non-mevalonate pathway"	C11435
"M00096:C5 isoprenoid biosynthesis, non-mevalonate pathway"	C11436
"M00096:C5 isoprenoid biosynthesis, non-mevalonate pathway"	C11453
"M00096:C5 isoprenoid biosynthesis, non-mevalonate pathway"	C11811
"M00096:C5 isoprenoid biosynthesis, non-mevalonate pathway"	C00129
"M00096:C5 isoprenoid biosynthesis, non-mevalonate pathway"	C00235
"M00097:beta-Carotene biosynthesis, GGAP => beta-carotene"	C00353
"M00097:beta-Carotene biosynthesis, GGAP => beta-carotene"	C03427
"M00097:beta-Carotene biosynthesis, GGAP => beta-carotene"	C05421
"M00097:beta-Carotene biosynthesis, GGAP => beta-carotene"	C19765
"M00097:beta-Carotene biosynthesis, GGAP => beta-carotene"	C19764
"M00097:beta-Carotene biosynthesis, GGAP => beta-carotene"	C15857
"M00097:beta-Carotene biosynthesis, GGAP => beta-carotene"	C19759
"M00097:beta-Carotene biosynthesis, GGAP => beta-carotene"	C15858
"M00097:beta-Carotene biosynthesis, GGAP => beta-carotene"	C05432
"M00097:beta-Carotene biosynthesis, GGAP => beta-carotene"	C05435
"M00097:beta-Carotene biosynthesis, GGAP => beta-carotene"	C02094
M00098:Acylglycerol degradation	C00422
M00098:Acylglycerol degradation	C00641
M00098:Acylglycerol degradation	C01885
M00098:Acylglycerol degradation	C00116
M00099:Sphingosine biosynthesis	C00154
M00099:Sphingosine biosynthesis	C02934
M00099:Sphingosine biosynthesis	C00836
M00099:Sphingosine biosynthesis	C12126
M00099:Sphingosine biosynthesis	C00195
M00099:Sphingosine biosynthesis	C00319
M00100:Sphingosine degradation	C00319
M00100:Sphingosine degradation	C06124
M00100:Sphingosine degradation	C00346
"M00101:Cholesterol biosynthesis, FPP => cholesterol"	C00448
"M00101:Cholesterol biosynthesis, FPP => cholesterol"	C03428
"M00101:Cholesterol biosynthesis, FPP => cholesterol"	C00751
"M00101:Cholesterol biosynthesis, FPP => cholesterol"	C01054
"M00101:Cholesterol biosynthesis, FPP => cholesterol"	C01724
"M00101:Cholesterol biosynthesis, FPP => cholesterol"	C11455
"M00101:Cholesterol biosynthesis, FPP => cholesterol"	C05108
"M00101:Cholesterol biosynthesis, FPP => cholesterol"	C15808
"M00101:Cholesterol biosynthesis, FPP => cholesterol"	C15816
"M00101:Cholesterol biosynthesis, FPP => cholesterol"	C05103
"M00101:Cholesterol biosynthesis, FPP => cholesterol"	C22112
"M00101:Cholesterol biosynthesis, FPP => cholesterol"	C22136
"M00101:Cholesterol biosynthesis, FPP => cholesterol"	C05437
"M00101:Cholesterol biosynthesis, FPP => cholesterol"	C03845
"M00101:Cholesterol biosynthesis, FPP => cholesterol"	C01189
"M00101:Cholesterol biosynthesis, FPP => cholesterol"	C01164
"M00101:Cholesterol biosynthesis, FPP => cholesterol"	C00187
"M00102:Ergocalciferol biosynthesis, FPP => ergosterol/ergocalciferol"	C00448
"M00102:Ergocalciferol biosynthesis, FPP => ergosterol/ergocalciferol"	C03428
"M00102:Ergocalciferol biosynthesis, FPP => ergosterol/ergocalciferol"	C00751
"M00102:Ergocalciferol biosynthesis, FPP => ergosterol/ergocalciferol"	C01054
"M00102:Ergocalciferol biosynthesis, FPP => ergosterol/ergocalciferol"	C01724
"M00102:Ergocalciferol biosynthesis, FPP => ergosterol/ergocalciferol"	C11455
"M00102:Ergocalciferol biosynthesis, FPP => ergosterol/ergocalciferol"	C05108
"M00102:Ergocalciferol biosynthesis, FPP => ergosterol/ergocalciferol"	C15808
"M00102:Ergocalciferol biosynthesis, FPP => ergosterol/ergocalciferol"	C15816
"M00102:Ergocalciferol biosynthesis, FPP => ergosterol/ergocalciferol"	C05103
"M00102:Ergocalciferol biosynthesis, FPP => ergosterol/ergocalciferol"	C22112
"M00102:Ergocalciferol biosynthesis, FPP => ergosterol/ergocalciferol"	C22136
"M00102:Ergocalciferol biosynthesis, FPP => ergosterol/ergocalciferol"	C05437
"M00102:Ergocalciferol biosynthesis, FPP => ergosterol/ergocalciferol"	C04525
"M00102:Ergocalciferol biosynthesis, FPP => ergosterol/ergocalciferol"	C15777
"M00102:Ergocalciferol biosynthesis, FPP => ergosterol/ergocalciferol"	C15780
"M00102:Ergocalciferol biosynthesis, FPP => ergosterol/ergocalciferol"	C05440
"M00102:Ergocalciferol biosynthesis, FPP => ergosterol/ergocalciferol"	C01694
"M00102:Ergocalciferol biosynthesis, FPP => ergosterol/ergocalciferol"	C05441
M00103:Cholecalciferol biosynthesis	C01164
M00103:Cholecalciferol biosynthesis	C05443
M00103:Cholecalciferol biosynthesis	C01561
M00103:Cholecalciferol biosynthesis	C01673
"M00104:Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate"	C00187
"M00104:Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate"	C03594
"M00104:Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate"	C05455
"M00104:Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate"	C17339
"M00104:Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate"	C05453
"M00104:Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate"	C05454
"M00104:Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate"	C05446
"M00104:Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate"	C01301
"M00104:Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate"	C04722
"M00104:Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate"	C15613
"M00104:Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate"	C17343
"M00104:Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate"	C05460
"M00104:Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate"	C15614
"M00104:Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate"	C05467
"M00104:Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate"	C01794
"M00104:Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate"	C00695
"M00104:Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate"	C05451
"M00104:Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate"	C05452
"M00104:Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate"	C05444
"M00104:Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate"	C05445
"M00104:Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate"	C04554
"M00104:Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate"	C17345
"M00104:Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate"	C17346
"M00104:Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate"	C05447
"M00104:Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate"	C05448
"M00104:Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate"	C05449
"M00104:Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate"	C05337
"M00104:Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate"	C02528
